trucks_count 10
drones_count 4
customers 200
depot 0 0
Coordinate X         Coordinate Y         Dronable Demand
X	Y	Dronable	Demand	Drone_service	Truck_service	Lw
3643.5408452101374	6232.999488369925	1.0	2.1421589366055565	60	60	1900.0
-349.43591905876065	2431.018488163444	1.0	23.86124927299756	60	60	1200.0
-2449.1847774314706	3681.056986862403	1.0	1.0897320566459472	60	60	1400.0
2684.8064312327565	2715.90114741932	1.0	0.8017438306067817	60	60	1200.0
-1126.639363962321	3810.484993329758	1.0	1.1749971827264436	60	60	1200.0
6537.284344516096	3298.7450617860386	1.0	1.5669374848240485	60	60	2200.0
-6785.727795129723	-3240.565900672055	1.0	1.6367948703444977	60	60	2200.0
3783.907428695019	-3259.3842821120343	1.0	2.027382678252861	60	60	1200.0
4721.079783502861	-7206.804030961343	1.0	0.2681751922723429	60	60	2500.0
-6588.349275605603	-6505.8779185354215	1.0	0.9898500942892028	60	60	2100.0
-724.1887089549763	1668.1054672511757	1.0	0.2232219758858016	60	60	1200.0
-2690.480323609991	3049.6382464875005	1.0	0.3873828735579139	60	60	1300.0
2169.6321167934434	6586.107568809902	1.0	0.8670105519681202	60	60	1500.0
3982.473535396783	6308.916015834405	1.0	2.2439967088772335	60	60	2100.0
5608.9843661823425	3463.1145300861913	1.0	43.76246937120555	60	60	1900.0
4257.472663279978	-32.39518876111095	1.0	1.7275984728439815	60	60	1200.0
1815.1912104002995	3229.791908468526	1.0	2.0613761627032257	60	60	1200.0
-1907.7490418903387	4590.289758844911	1.0	1.2316545977454612	60	60	1200.0
-1300.3485769547517	-4532.573775336542	1.0	0.25397309527665	60	60	1200.0
461.7433086254515	-3541.2321746564567	1.0	1.0826863451370428	60	60	1200.0
7867.628048087426	4452.395132005294	1.0	2.2272725875106874	60	60	2200.0
-2146.751784617367	886.1324913042016	1.0	1.1791439907616217	60	60	1200.0
-1273.0011994730637	2557.004614089396	1.0	2.0999698459166924	60	60	1200.0
4046.05536824115	-6744.693523038242	1.0	0.9241085670481536	60	60	2200.0
-6470.469894377253	-2845.219090460998	1.0	29.196064965982643	60	60	1700.0
-2274.501562625976	-1637.7271128338546	1.0	0.4738388560935742	60	60	1200.0
-607.5975020147779	-349.0605929835589	1.0	1.2864333896512574	60	60	1200.0
-4785.476772826842	-5910.9560689605	1.0	0.0268977388820563	60	60	2200.0
-7638.850833496493	7711.557369950331	1.0	1.3306048505646406	60	60	2800.0
639.1306108907476	1939.8984223857335	1.0	0.4979664256150031	60	60	1200.0
-4429.303314639863	7040.81525210459	1.0	0.6051955360316232	60	60	2600.0
-1703.136683754979	-5393.912184075077	1.0	1.4426328135748057	60	60	1600.0
7902.630076820533	3079.0302260130698	1.0	0.8017756819288515	60	60	2000.0
-4913.538624425243	-4954.181252050294	1.0	2.186793359673466	60	60	2000.0
-5823.512471019858	456.9280043658592	1.0	1.4984480233376472	60	60	1700.0
-3867.352243273417	5291.436752600401	1.0	1.6995451888279136	60	60	1700.0
7095.289911793708	-3094.0809056140556	1.0	0.0190045584840883	60	60	1800.0
-6115.347054859933	2676.3749256645033	1.0	1.0857397592338909	60	60	1300.0
198.79125390771165	-2026.257432354502	1.0	0.9826131087666988	60	60	1200.0
6710.12347057329	3796.19256681372	1.0	2.1458197895805937	60	60	1800.0
5548.654963904057	-1455.5583132215747	1.0	2.254619943660658	60	60	1200.0
-2185.30536435458	7420.112248497597	1.0	2.1471683081129855	60	60	2400.0
2044.1577617845085	-6160.9196530934905	1.0	0.5688936746039236	60	60	1400.0
-7855.920965560086	1741.9349466606398	1.0	0.9540782225636942	60	60	2400.0
-4795.049459193538	6129.75999692243	1.0	0.0816445356321412	60	60	2100.0
4837.510279006574	74.42084216371698	1.0	48.06343867070474	60	60	1300.0
